gate_id,stream,gate,measurement_folder,source_kind,source_path,context,matched_terms,required_group_hits,matched_required_group_count,required_group_count,evidence_status,caveat,acceptance_needed,excerpt
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 10,projection, | projection | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.",SOTA___OGS___Mont_Terri.zip ogs_settings/04_media_TRM.xml model_projection_inputs; report_context 1950 .xml model_projection_inputs cda_knowledge_base/measurements/model_projection_inputs/source_files/SOTA_OGS_Mont_Terri_zip/ogs_settings/04_media_TRM.xml;cda_knowledge_base/measurements/model_projection_inputs/source_files/CDA_N4_2D_250509/04_media_TRM.xml;cd...
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1009,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/2022-07_open_timesteps.txt ert 868 .txt ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 101,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2019/11-2019/dcinv.result_01.vtk ert 553512 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1010,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_1.vtk ert 552262 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1011,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_10.vtk ert 552232 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1012,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_11.vtk ert 552310 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1013,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_12.vtk ert 552221 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1014,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_13.vtk ert 552213 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1015,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_14.vtk ert 552393 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1016,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_15.vtk ert 552290 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1017,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_16.vtk ert 552263 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1018,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_17.vtk ert 552241 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1019,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_18.vtk ert 552184 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 102,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2019/11-2019/dcinv.result_02.vtk ert 553471 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1020,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_19.vtk ert 552253 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1021,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_2.vtk ert 552198 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1022,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_20.vtk ert 552227 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1023,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_21.vtk ert 552151 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1024,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_22.vtk ert 552237 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1025,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_23.vtk ert 552275 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1026,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_24.vtk ert 552310 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1027,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_25.vtk ert 552252 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1028,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_26.vtk ert 552225 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1029,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_27.vtk ert 552240 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 103,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2019/11-2019/dcinv.result_03.vtk ert 553428 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1030,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_28.vtk ert 552262 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1031,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_29.vtk ert 552241 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1032,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_3.vtk ert 552290 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1033,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_30.vtk ert 552221 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1034,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_31.vtk ert 552250 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1035,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_4.vtk ert 552197 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
ert_transform_support,ert_resistivity,ERT_TRANSFORM_SUPPORT,,archive_member_catalog.csv,measurements/archive_member_catalog.csv,row 1036,ert,ert |  | ,1,3,supporting_context_only,"Search terms match, but not all gate-specific acceptance groups are present in this local context.","ERT coordinate frame, exact transform into OGS local frame, and accepted support mask/polygon.","cda_knowledge_base/file_transfers/collected/2025-04-03_ert_open_twin/ERT_meas_Niche_open.zip Niche open/2022/07-2022/dcinv.result_5.vtk ert 552181 .vtk ert cda_knowledge_base/measurements/ert/source_files/ERT_meas_Niche_open.zip ERT open-niche archive member; VTK/timestep series kept in archive because the zip has 1,736 data files."
